gene_name,PageRank0h,PageRank16h,Ratio
HAUS7,0.000177777,0.000175605,0.99
UFD1L,0.000233945,0.000231078,0.99
TBL1X,0.000143474,0.000141715,0.99
ENOPH1,7.95E-05,7.85E-05,0.99
DNLZ,3.89E-05,3.84E-05,0.99
SUB1,0.000207991,0.000205435,0.99
MRGBP,0.000166273,0.000164226,0.99
SLC15A4,2.55E-05,2.52E-05,0.99
UIMC1,0.000170263,0.000168164,0.99
SRCAP,0.000129947,0.000128344,0.99
PAPOLA,0.000139324,0.000137603,0.99
MFN2,5.84E-05,5.77E-05,0.99
PNPO,7.03E-05,6.95E-05,0.99
GOLGA5,0.000131872,0.000130243,0.99
SMAD2,0.000488912,0.000482868,0.99
SH3GLB1,0.000192192,0.000189816,0.99
ODF2,0.000208957,0.000206374,0.99
MTA3,0.000152677,0.00015079,0.99
RGCC,4.38E-05,4.33E-05,0.99
MLLT4,0.000150034,0.000148177,0.99
UBXN2B,7.20E-05,7.11E-05,0.99
NSRP1,5.86E-05,5.79E-05,0.99
TACC3,0.00015783,0.000155871,0.99
MYO1E,0.000145779,0.00014397,0.99
APBA3,7.00E-05,6.91E-05,0.99
GBF1,8.87E-05,8.76E-05,0.99
MBIP,0.000151438,0.000149553,0.99
FBXO21,5.56E-05,5.49E-05,0.99
ATP5H,0.000158798,0.000156815,0.99
INTS6,0.000138465,0.000136735,0.99
TLE4,7.54E-05,7.45E-05,0.99
BLOC1S3,4.81E-05,4.75E-05,0.99
SMAD3,0.000597064,0.000589572,0.99
ZNF511,5.47E-05,5.40E-05,0.99
TAF1,0.000161948,0.000159913,0.99
MYCBP2,0.000406243,0.000401138,0.99
CIRBP,0.00018938,0.000186999,0.99
ZNFX1,8.28E-05,8.18E-05,0.99
CISD1,8.69E-05,8.58E-05,0.99
PPIL4,7.50E-05,7.40E-05,0.99
ZNF326,0.000137423,0.000135685,0.99
ECSIT,0.0002291,0.000226201,0.99
DYRK2,0.000121386,0.00011985,0.99
CTBP1,0.000436849,0.000431307,0.99
ERICH1,2.02E-05,2.00E-05,0.99
SURF4,0.000121923,0.000120373,0.99
RBM15,0.000119334,0.000117817,0.99
EPS15L1,0.000138502,0.00013674,0.99
UBE2N,0.000459697,0.000453842,0.99
RAD1,5.63E-05,5.56E-05,0.99
APEH,0.000116551,0.000115064,0.99
DNTTIP1,7.08E-05,6.99E-05,0.99
ARRB1,0.000518443,0.000511815,0.99
RBMS1,0.000114488,0.000113022,0.99
CANT1,5.15E-05,5.09E-05,0.99
CARHSP1,6.71E-05,6.63E-05,0.99
ZMIZ1,8.68E-05,8.57E-05,0.99
AGTPBP1,3.54E-05,3.50E-05,0.99
PAPSS2,4.36E-05,4.30E-05,0.99
CHEK2,0.00018522,0.00018284,0.99
RBM12,0.000112503,0.000111056,0.99
SYCE1,6.73E-05,6.64E-05,0.99
PCYT2,6.22E-05,6.14E-05,0.99
PLAUR,0.000228517,0.000225574,0.99
PUS3,2.40E-05,2.37E-05,0.99
AES,0.000253465,0.000250196,0.99
CNTROB,0.000235316,0.000232277,0.99
R3HDM4,1.62E-05,1.60E-05,0.99
COQ9,0.000588357,0.00058074,0.99
PDDC1,8.79E-05,8.67E-05,0.99
RNF6,8.59E-05,8.48E-05,0.99
MAX,0.000363397,0.000358682,0.99
SHC1,0.000418423,0.000412992,0.99
KDM1A,0.000623277,0.000615185,0.99
TOLLIP,0.000168089,0.000165906,0.99
WRNIP1,9.74E-05,9.61E-05,0.99
CPNE2,0.000115145,0.000113646,0.99
XRCC4,0.000107102,0.000105707,0.99
ZNRF2,5.77E-05,5.70E-05,0.99
FAHD1,6.97E-05,6.88E-05,0.99
MAVS,0.000232594,0.000229559,0.99
PPP2R5E,0.000110838,0.00010939,0.99
CPSF6,0.000231367,0.000228344,0.99
PTP4A2,0.000109596,0.000108164,0.99
MSL1,8.63E-05,8.52E-05,0.99
WASL,0.000143228,0.000141354,0.99
ATP2B2,0.000247641,0.0002444,0.99
TSSC1,0.00017478,0.000172491,0.99
TSTA3,0.000107479,0.000106071,0.99
ZMYM3,0.000102792,0.000101442,0.99
TAOK1,4.83E-05,4.76E-05,0.99
TRIM8,8.82E-05,8.71E-05,0.99
FHL3,0.000260437,0.000257014,0.99
VAPB,0.000361375,0.000356623,0.99
GOLM1,5.24E-05,5.17E-05,0.99
IST1,0.000113242,0.00011175,0.99
GSK3B,0.000578492,0.000570871,0.99
ADAT3,2.56E-05,2.53E-05,0.99
CCDC53,0.000142616,0.000140733,0.99
CEP170,0.000346109,0.00034154,0.99
CLN5,9.37E-05,9.24E-05,0.99
HNRNPLL,0.000171021,0.000168762,0.99
SFXN3,0.000141532,0.000139663,0.99
CAPN7,3.59E-05,3.54E-05,0.99
IDS,9.71E-05,9.58E-05,0.99
AKT1,0.000690775,0.000681645,0.99
ARNT2,8.83E-05,8.71E-05,0.99
MTIF2,0.000100076,9.88E-05,0.99
CHMP6,3.51E-05,3.47E-05,0.99
DDI2,8.22E-05,8.11E-05,0.99
ESRRA,7.28E-05,7.19E-05,0.99
RXRB,0.000100727,9.94E-05,0.99
LDHA,0.000409343,0.000403899,0.99
DTX3L,9.28E-05,9.16E-05,0.99
SLC39A7,0.000120095,0.000118494,0.99
TSC1,0.000415298,0.000409761,0.99
KMT2D,0.000102767,0.000101396,0.99
ATF7IP,0.000100619,9.93E-05,0.99
PRKRIR,6.19E-05,6.11E-05,0.99
FBXL3,4.49E-05,4.43E-05,0.99
NDUFAF1,9.82E-05,9.69E-05,0.99
SMAD5,0.000125308,0.000123633,0.99
UBE2V2,0.000145711,0.000143763,0.99
DDA1,0.000193033,0.000190449,0.99
RARA,0.00034629,0.000341654,0.99
AGK,9.35E-05,9.22E-05,0.99
AP2A1,0.000284813,0.000280998,0.99
CAMSAP2,0.000115413,0.000113865,0.99
ATN1,0.000145833,0.000143876,0.99
TTC28,5.18E-05,5.11E-05,0.99
APP,0.003776276,0.003725465,0.99
HIRA,0.000158055,0.000155927,0.99
XRN1,0.000239749,0.000236518,0.99
CACTIN,8.91E-05,8.79E-05,0.99
UQCRQ,0.000199395,0.000196702,0.99
CLK1,0.000306512,0.000302372,0.99
TGM2,0.000170821,0.000168503,0.99
GORAB,3.85E-05,3.79E-05,0.99
JAK3,0.000178442,0.000176012,0.99
PPP1R37,2.96E-05,2.92E-05,0.99
ZFAND2B,5.45E-05,5.37E-05,0.99
TERF1,0.000641865,0.000633108,0.99
NUP35,0.000175756,0.000173354,0.99
LIN9,7.24E-05,7.14E-05,0.99
CHTF8,5.15E-05,5.08E-05,0.99
WDR82,0.000176098,0.000173686,0.99
TAF12,0.000109033,0.000107539,0.99
LGALS3,0.000363693,0.000358704,0.99
YWHAB,0.000824562,0.000813235,0.99
RAB14,0.000155615,0.000153476,0.99
HK3,3.74E-05,3.69E-05,0.99
ZMYM5,3.05E-05,3.01E-05,0.99
CEP152,0.000234287,0.000231058,0.99
NAE1,0.000122576,0.000120886,0.99
RUNX1,0.000481599,0.000474956,0.99
ANKZF1,4.87E-05,4.80E-05,0.99
CBLL1,5.58E-05,5.50E-05,0.99
SAFB,0.000212947,0.000209997,0.99
NEDD4L,0.000312653,0.000308321,0.99
SCAF1,6.49E-05,6.40E-05,0.99
MAPK8IP3,8.09E-05,7.98E-05,0.99
ABHD17B,2.20E-05,2.17E-05,0.99
MAPK7,0.000137252,0.000135336,0.99
PPP1R11,4.37E-05,4.31E-05,0.99
RDH13,6.83E-05,6.74E-05,0.99
DCTN1,0.000516784,0.000509541,0.99
PIP4K2C,9.66E-05,9.52E-05,0.99
ATG14,6.15E-05,6.06E-05,0.99
WDR76,0.000132004,0.000130148,0.99
RUSC1,3.00E-05,2.96E-05,0.99
TCEA1,0.000189876,0.000187206,0.99
ZNF335,4.00E-05,3.94E-05,0.99
TTLL12,0.000153039,0.000150881,0.99
PGK1,0.000353972,0.000348976,0.99
CCDC117,3.49E-05,3.44E-05,0.99
TAF10,0.000176608,0.000174111,0.99
WRN,0.000108427,0.000106893,0.99
DNAJC8,0.00011504,0.000113412,0.99
PJA1,0.00019064,0.000187941,0.99
PPP1CA,0.000677815,0.00066821,0.99
FOXJ2,0.000160472,0.000158195,0.99
CRK,0.000459488,0.00045296,0.99
PAFAH1B1,0.000256609,0.000252959,0.99
ZBTB45,1.49E-05,1.47E-05,0.99
HELZ2,3.61E-05,3.56E-05,0.99
CALM1,0.000610675,0.000601943,0.99
UBA5,0.000211383,0.000208357,0.99
CCDC130,4.67E-05,4.61E-05,0.99
ANKS3,3.40E-05,3.36E-05,0.99
ZMYM2,0.000132042,0.000130147,0.99
DOK3,6.60E-05,6.50E-05,0.99
IKBKB,0.000303831,0.000299466,0.99
GOSR2,5.47E-05,5.39E-05,0.99
TRIM33,0.000161374,0.000159055,0.99
DNAJC13,0.000123131,0.000121359,0.99
PGK2,6.45E-05,6.36E-05,0.99
ABL1,0.000374205,0.000368819,0.99
TBL1XR1,0.000228359,0.000225072,0.99
SIN3A,0.000431669,0.000425454,0.99
PCMT1,0.000278837,0.000274812,0.99
HNRNPL,0.002825333,0.002784537,0.99
GATAD1,0.000112842,0.000111212,0.99
SPIN1,9.84E-05,9.69E-05,0.99
SCLT1,0.000361889,0.000356654,0.99
PSME1,0.000199294,0.000196405,0.99
CYC1,0.000197431,0.000194564,0.99
TPD52,0.000106124,0.000104583,0.99
DBT,0.000142922,0.000140845,0.99
CRTC2,9.73E-05,9.59E-05,0.99
UBE2D4,0.000153367,0.000151135,0.99
PDCD7,6.85E-05,6.75E-05,0.99
DTNBP1,0.000256946,0.000253195,0.99
RCN2,0.000123801,0.000121994,0.99
ATP6V0A1,0.000131823,0.000129897,0.99
NKTR,4.81E-05,4.74E-05,0.99
UBR7,0.000106224,0.000104671,0.99
DDB2,0.000177901,0.000175298,0.99
FKBP5,0.000239402,0.000235898,0.99
PPP1R2,0.000121585,0.000119805,0.99
KMT2A,0.000261901,0.000258064,0.99
IRS2,9.67E-05,9.53E-05,0.99
TMEM9B,7.58E-05,7.47E-05,0.99
PLXNB2,6.87E-05,6.77E-05,0.99
UBXN6,0.000143923,0.0001418,0.99
SMIM8,1.46E-05,1.44E-05,0.99
PDE6D,6.14E-05,6.05E-05,0.99
TMEM68,3.32E-05,3.27E-05,0.99
SNX17,7.19E-05,7.08E-05,0.99
SARNP,0.000197594,0.000194666,0.99
LNX2,0.000283433,0.000279228,0.99
PIGS,9.62E-05,9.48E-05,0.99
LMAN2L,8.30E-05,8.17E-05,0.99
HTATSF1,0.000137382,0.000135339,0.99
BRMS1,0.000119914,0.000118129,0.99
FAM188A,6.71E-05,6.61E-05,0.99
CCAR2,0.000251776,0.000248019,0.99
ISG15,0.000436338,0.000429823,0.99
HMGB3,9.49E-05,9.35E-05,0.99
MTCH1,0.000140697,0.000138594,0.99
TK1,0.000374023,0.000368432,0.99
TPM2,0.000210777,0.000207626,0.99
ATP5J2,0.000112828,0.000111141,0.99
QDPR,8.00E-05,7.88E-05,0.99
LETMD1,5.76E-05,5.67E-05,0.99
KIF1A,7.65E-05,7.54E-05,0.98
TSEN15,3.56E-05,3.51E-05,0.98
SLC30A5,0.000119299,0.000117504,0.98
CAB39,0.000121014,0.00011919,0.98
ARF3,8.89E-05,8.76E-05,0.98
CSTF3,0.000121541,0.000119702,0.98
PRKCD,0.000247318,0.000243574,0.98
EPC1,0.000111079,0.000109396,0.98
VAMP4,0.000135432,0.000133376,0.98
SOS1,0.000121754,0.000119906,0.98
PURA,0.00016278,0.000160306,0.98
ISCA2,3.05E-05,3.00E-05,0.98
ARHGEF7,0.000113166,0.000111445,0.98
YEATS4,0.000288032,0.00028365,0.98
KAT7,0.000155972,0.000153595,0.98
ACTR1A,0.000205296,0.000202165,0.98
MAP1S,9.74E-05,9.59E-05,0.98
MYCBP,9.13E-05,8.99E-05,0.98
PPP1CB,0.000562331,0.000553722,0.98
TAB1,0.000268519,0.000264407,0.98
VWA9,0.000122867,0.000120984,0.98
TUBGCP2,0.000168943,0.000166353,0.98
PPP1R8,0.000111735,0.000110021,0.98
VDAC3,0.000279883,0.000275587,0.98
MZT1,0.000127294,0.00012534,0.98
AFG3L2,0.000184083,0.000181251,0.98
TAF9,0.000177131,0.000174405,0.98
PPP1R12A,0.00020651,0.00020333,0.98
BECN1,0.000245087,0.000241311,0.98
ARID3B,5.73E-05,5.64E-05,0.98
CEP128,0.000489761,0.000482212,0.98
SEC22B,0.000259411,0.000255405,0.98
NDUFB5,0.00015334,0.000150969,0.98
SYMPK,0.000132035,0.000129989,0.98
CEP68,3.38E-05,3.32E-05,0.98
BOLA3,6.87E-05,6.76E-05,0.98
SPIRE2,2.66E-05,2.61E-05,0.98
KMT2B,8.21E-05,8.08E-05,0.98
NUDT18,8.68E-05,8.55E-05,0.98
MEN1,0.000147218,0.000144924,0.98
TRAF3IP2,7.26E-05,7.15E-05,0.98
INPP5K,7.63E-05,7.51E-05,0.98
PEX19,0.000279949,0.000275574,0.98
VCPIP1,0.000118428,0.000116576,0.98
SZT2,4.36E-05,4.29E-05,0.98
PYGL,0.000142174,0.000139948,0.98
KIF5C,9.99E-05,9.83E-05,0.98
PIKFYVE,5.39E-05,5.31E-05,0.98
LPCAT1,6.16E-05,6.06E-05,0.98
POLR2M,0.0001161,0.000114277,0.98
NDUFA6,8.51E-05,8.38E-05,0.98
SS18,0.000113913,0.000112123,0.98
DENND1A,0.000133624,0.00013152,0.98
IQGAP1,0.000644326,0.000634178,0.98
HCFC1,0.000249833,0.000245896,0.98
CHCHD3,0.000163446,0.000160868,0.98
UBE2V1,0.000212744,0.000209387,0.98
OGDH,0.000134429,0.000132307,0.98
FAM129B,8.12E-05,8.00E-05,0.98
SBF1,0.000118422,0.000116551,0.98
ING5,0.000115761,0.000113931,0.98
ATRX,0.000163767,0.000161176,0.98
DYNC1LI1,0.000135905,0.000133755,0.98
SESN3,2.82E-05,2.77E-05,0.98
TULP3,0.000116132,0.000114294,0.98
ZSWIM7,3.13E-05,3.08E-05,0.98
NUDT21,0.000268024,0.000263771,0.98
ATIC,0.00019824,0.000195093,0.98
WRAP53,9.58E-05,9.42E-05,0.98
MAPK14,0.000431748,0.000424883,0.98
CDK5RAP2,0.000108836,0.000107103,0.98
TRAF3,0.000278678,0.000274226,0.98
TXNDC17,0.000101291,9.97E-05,0.98
PDCD6,0.000301291,0.000296463,0.98
NME4,0.000129918,0.000127836,0.98
UBE2L3,0.000360823,0.000355039,0.98
CTDSPL2,9.58E-05,9.42E-05,0.98
NFIA,0.000102272,0.00010063,0.98
SNX11,4.38E-05,4.31E-05,0.98
TAF5L,7.09E-05,6.97E-05,0.98
STX4,0.000156547,0.000154025,0.98
DYNC1I2,0.00015484,0.000152343,0.98
DTNB,7.32E-05,7.20E-05,0.98
MPV17,0.000128913,0.000126833,0.98
CSGALNACT2,0.000152633,0.000150169,0.98
IPPK,0.000251624,0.000247562,0.98
CCDC61,3.30E-05,3.25E-05,0.98
FAM91A1,3.92E-05,3.86E-05,0.98
KAT5,0.000458343,0.000450925,0.98
ATP5L,0.000136685,0.000134471,0.98
GALNT6,9.13E-05,8.98E-05,0.98
HOMER1,0.000166952,0.000164244,0.98
SMC3,0.00029614,0.000291337,0.98
TBC1D4,0.000120603,0.000118646,0.98
KIF16B,4.04E-05,3.97E-05,0.98
NDUFA2,0.000217062,0.000213536,0.98
PPIL2,6.91E-05,6.79E-05,0.98
STK24,0.000173301,0.000170484,0.98
DAZAP1,0.000276656,0.000272157,0.98
RIPK1,0.000194775,0.000191606,0.98
RGS3,0.000114516,0.000112653,0.98
BRD7,0.000114454,0.000112591,0.98
ZNF280C,3.34E-05,3.28E-05,0.98
BCL3,9.82E-05,9.66E-05,0.98
COG1,6.58E-05,6.47E-05,0.98
NUP160,0.000127705,0.000125621,0.98
PGD,0.000193891,0.000190726,0.98
NFS1,0.000101518,9.99E-05,0.98
ASPH,0.000113764,0.000111904,0.98
TMEM245,3.65E-05,3.59E-05,0.98
ERO1LB,4.09E-05,4.03E-05,0.98
ALG1,3.22E-05,3.16E-05,0.98
ARAF,0.00024383,0.00023984,0.98
HN1,5.74E-05,5.65E-05,0.98
ACP5,7.23E-05,7.11E-05,0.98
NDUFS4,0.000210013,0.000206573,0.98
DNAJC3,7.54E-05,7.42E-05,0.98
CTDNEP1,0.000134205,0.000132005,0.98
PROSC,0.000170546,0.00016775,0.98
PSMB8,0.000168904,0.00016613,0.98
ITPA,0.000111143,0.000109316,0.98
FUT8,0.000119269,0.000117307,0.98
AP2A2,0.000203054,0.000199713,0.98
SH2B1,2.68E-05,2.64E-05,0.98
ABCB7,0.000105311,0.000103577,0.98
TRIM24,0.000105366,0.000103628,0.98
ATXN1L,0.000135696,0.000133457,0.98
TAOK2,4.58E-05,4.51E-05,0.98
MAP3K5,0.000209983,0.000206514,0.98
BABAM1,0.000166183,0.000163434,0.98
WDR5,0.000426724,0.000419651,0.98
STAM,0.000140734,0.0001384,0.98
ARID3A,5.10E-05,5.02E-05,0.98
PSME2,0.000144854,0.000142448,0.98
RCOR1,0.000182011,0.000178988,0.98
ICE2,7.35E-05,7.23E-05,0.98
NXT2,4.66E-05,4.59E-05,0.98
FLOT1,0.000215479,0.000211896,0.98
LZIC,4.66E-05,4.58E-05,0.98
UQCRH,0.000100284,9.86E-05,0.98
ENSA,9.31E-05,9.15E-05,0.98
RNGTT,0.000130661,0.000128485,0.98
CEP162,0.000237308,0.000233353,0.98
UGGT2,4.74E-05,4.66E-05,0.98
CNOT6L,7.79E-05,7.66E-05,0.98
RRAGC,8.39E-05,8.25E-05,0.98
TRIM11,0.000162995,0.000160268,0.98
VPS45,0.000161153,0.000158454,0.98
GMCL1,0.000159653,0.000156977,0.98
TLE3,0.000158761,0.0001561,0.98
MOSPD2,2.77E-05,2.72E-05,0.98
LIMD1,9.38E-05,9.22E-05,0.98
ATP13A2,0.00011273,0.000110833,0.98
NFKBIE,5.85E-05,5.75E-05,0.98
CPSF7,0.000210152,0.00020661,0.98
ALAS1,0.000105154,0.000103381,0.98
ANXA7,0.000275282,0.00027064,0.98
DMD,0.000116698,0.000114723,0.98
PTPN18,0.000100252,9.86E-05,0.98
EPS15,0.00024935,0.000245128,0.98
TAZ,0.000209199,0.000205654,0.98
TSNAX,0.000255567,0.000251235,0.98
CEP131,0.000141823,0.000139417,0.98
TBC1D22A,7.04E-05,6.92E-05,0.98
CD2AP,0.000245914,0.00024174,0.98
BRD4,0.000238318,0.000234255,0.98
MTMR4,9.80E-05,9.63E-05,0.98
PBRM1,0.000138224,0.000135863,0.98
ITGB2,9.42E-05,9.26E-05,0.98
IDH3A,0.000148199,0.000145665,0.98
FAM3C,7.65E-05,7.52E-05,0.98
CYBA,3.39E-05,3.34E-05,0.98
PTPRC,0.000122997,0.00012089,0.98
NELFA,6.70E-05,6.58E-05,0.98
SYNGR2,1.65E-05,1.62E-05,0.98
RNASEH1,3.31E-05,3.25E-05,0.98
CENPK,8.96E-05,8.80E-05,0.98
ZHX2,7.65E-05,7.51E-05,0.98
MICU1,6.28E-05,6.17E-05,0.98
COMMD6,8.98E-05,8.83E-05,0.98
SNX2,0.000183703,0.000180539,0.98
NDUFA7,0.000189366,0.000186104,0.98
TRDMT1,4.95E-05,4.86E-05,0.98
PDPK1,0.000140296,0.000137876,0.98
NCKIPSD,0.000111818,0.000109889,0.98
ING3,0.000132978,0.00013068,0.98
PGRMC1,0.000115504,0.000113506,0.98
ARPC1A,0.000118773,0.000116718,0.98
DDX46,0.000154343,0.000151672,0.98
LRRC20,2.64E-05,2.59E-05,0.98
PLEKHA7,7.52E-05,7.39E-05,0.98
PPP1R7,0.000137851,0.000135454,0.98
TIAL1,0.000173866,0.000170841,0.98
MGMT,0.000153517,0.000150846,0.98
LENG8,7.58E-05,7.45E-05,0.98
DEPDC5,0.000102828,0.000101038,0.98
PPP2R5C,0.000110453,0.000108529,0.98
NDUFS3,0.000424855,0.000417431,0.98
ACOX1,7.39E-05,7.26E-05,0.98
CEP192,0.000151965,0.000149301,0.98
SRRT,0.000195633,0.000192203,0.98
NRBF2,5.84E-05,5.74E-05,0.98
NBEA,5.47E-05,5.37E-05,0.98
PIK3CA,0.000215634,0.00021184,0.98
KDM6A,9.33E-05,9.16E-05,0.98
NT5E,0.000121013,0.00011888,0.98
LMO7,0.000104228,0.000102389,0.98
GPI,0.000220907,0.000217005,0.98
PRR14,5.48E-05,5.39E-05,0.98
FH,0.000269716,0.000264941,0.98
THTPA,4.80E-05,4.72E-05,0.98
VCL,0.000250466,0.000246021,0.98
SAMM50,0.000125289,0.000123063,0.98
BTK,0.000183601,0.000180338,0.98
MAP2K5,0.000111886,0.000109898,0.98
FBXO3,6.22E-05,6.11E-05,0.98
MYO5C,0.000190677,0.000187286,0.98
IRF2BP2,0.000114229,0.000112198,0.98
TOP2A,0.000263006,0.000258328,0.98
ZFYVE19,0.000116935,0.000114849,0.98
ZFX,1.84E-05,1.81E-05,0.98
NUTF2,0.000155576,0.0001528,0.98
AFF1,7.25E-05,7.12E-05,0.98
APEX1,0.000221665,0.000217706,0.98
APPL1,0.00017639,0.000173239,0.98
GNA11,6.70E-05,6.58E-05,0.98
FYN,0.000349467,0.00034322,0.98
LIPT1,3.58E-05,3.52E-05,0.98
EXOC3,0.00012729,0.000125013,0.98
ARHGAP17,0.000131412,0.000129061,0.98
PLEKHM2,2.08E-05,2.04E-05,0.98
WAPAL,0.00012637,0.000124108,0.98
CSTF2T,9.19E-05,9.03E-05,0.98
NDUFS1,0.000262876,0.000258162,0.98
PHC1,8.42E-05,8.27E-05,0.98
EXOC8,0.000113887,0.000111844,0.98
PKLR,7.45E-05,7.31E-05,0.98
BCAP31,0.000182958,0.000179671,0.98
YLPM1,0.000124763,0.000122521,0.98
PRKAR2B,0.000150523,0.000147817,0.98
FASLG,0.000144725,0.00014212,0.98
TMOD3,0.000260724,0.000256028,0.98
PDXK,7.64E-05,7.51E-05,0.98
KIAA1598,8.10E-05,7.95E-05,0.98
DMTF1,1.66E-05,1.63E-05,0.98
MTMR6,6.07E-05,5.96E-05,0.98
RAB3D,4.76E-05,4.67E-05,0.98
FAM103A1,6.32E-05,6.21E-05,0.98
TIPRL,0.000133055,0.000130649,0.98
ANP32E,0.000116773,0.000114661,0.98
HAUS1,0.000203128,0.000199452,0.98
TRIM5,0.000115053,0.00011297,0.98
CHTF18,5.75E-05,5.65E-05,0.98
RBBP5,0.000204779,0.00020106,0.98
LRRC1,5.91E-05,5.81E-05,0.98
GPS2,0.000134644,0.000132195,0.98
TRIOBP,8.67E-05,8.51E-05,0.98
UNC119,0.000209881,0.000206055,0.98
SUPT7L,6.16E-05,6.04E-05,0.98
PREB,5.41E-05,5.31E-05,0.98
NCAPG,0.000105858,0.000103927,0.98
OPA1,0.000148812,0.000146096,0.98
PXN,0.000236373,0.000232057,0.98
DYNC1I1,0.000114904,0.000112805,0.98
DENND6A,3.55E-05,3.48E-05,0.98
RFX5,7.48E-05,7.34E-05,0.98
DGCR14,0.000108218,0.000106235,0.98
TNIK,0.000514843,0.000505395,0.98
PFKM,0.000161918,0.000158945,0.98
LPP,0.000139396,0.000136836,0.98
SREK1IP1,5.80E-05,5.70E-05,0.98
HIP1R,0.000130557,0.000128159,0.98
POR,7.76E-05,7.61E-05,0.98
ADNP,0.000116428,0.000114284,0.98
TOM1L2,7.54E-05,7.40E-05,0.98
PRMT6,0.000208482,0.000204638,0.98
ITGAV,0.000107044,0.00010507,0.98
DHX35,6.36E-05,6.24E-05,0.98
PARP9,4.67E-05,4.59E-05,0.98
GNAS,0.000190639,0.00018712,0.98
MYEF2,0.000119987,0.000117768,0.98
PAK1,0.000197708,0.000194049,0.98
ZDHHC6,4.22E-05,4.14E-05,0.98
NELFCD,0.000111769,0.000109691,0.98
PLEKHA5,0.000174193,0.000170953,0.98
COQ7,6.88E-05,6.75E-05,0.98
USP5,0.000205335,0.000201515,0.98
FOSB,3.04E-05,2.99E-05,0.98
ATP5F1,0.000266573,0.00026161,0.98
ANP32B,0.000156647,0.000153728,0.98
ITSN2,0.00021215,0.000208191,0.98
MTMR2,9.64E-05,9.46E-05,0.98
INTS8,5.47E-05,5.37E-05,0.98
PLCB3,4.87E-05,4.78E-05,0.98
NDUFA9,0.000283652,0.000278343,0.98
SLC39A11,3.98E-05,3.91E-05,0.98
VPS26B,0.000124106,0.000121781,0.98
SMARCE1,0.000269694,0.00026464,0.98
ATP5D,0.000157206,0.000154253,0.98
RAB3IP,0.00015219,0.00014933,0.98
RPRD1B,0.000198537,0.000194804,0.98
UGP2,0.000139312,0.000136691,0.98
AAAS,5.36E-05,5.26E-05,0.98
USO1,0.000170316,0.000167107,0.98
BOLA1,8.83E-05,8.66E-05,0.98
ASAH1,6.77E-05,6.64E-05,0.98
YWHAG,0.000709749,0.000696351,0.98
STK25,0.00013021,0.000127749,0.98
SLC38A7,3.44E-05,3.38E-05,0.98
YWHAE,0.001130825,0.00110944,0.98
CWF19L2,8.93E-05,8.76E-05,0.98
THAP11,0.000121835,0.000119527,0.98
MACF1,0.000176061,0.000172725,0.98
CCDC15,1.82E-05,1.79E-05,0.98
STX12,0.000248988,0.000244267,0.98
CEP78,5.41E-05,5.31E-05,0.98
DHX16,0.000136481,0.00013389,0.98
MAD2L1,0.000171003,0.000167752,0.98
CYFIP1,0.000357511,0.000350712,0.98
NSMAF,7.21E-05,7.07E-05,0.98
ACTR1B,0.000153997,0.000151067,0.98
AZI2,3.84E-05,3.77E-05,0.98
TMX1,0.000122166,0.000119841,0.98
BTG2,4.78E-05,4.69E-05,0.98
CAPZB,0.000326449,0.000320233,0.98
HEATR5A,2.65E-05,2.60E-05,0.98
GPSM3,2.32E-05,2.27E-05,0.98
DCUN1D3,4.01E-05,3.93E-05,0.98
SLMAP,0.000140088,0.000137417,0.98
TES,0.000673683,0.000660834,0.98
NCOA2,0.000116469,0.000114247,0.98
UBA3,0.000143707,0.000140966,0.98
AGO1,0.000134752,0.00013218,0.98
IFIT3,0.000138432,0.000135788,0.98
SCO1,6.04E-05,5.92E-05,0.98
HADHA,0.000240983,0.000236372,0.98
SAFB2,0.000125619,0.000123216,0.98
LGALS8,0.000215539,0.000211412,0.98
CWC27,6.39E-05,6.26E-05,0.98
EXOC4,0.000157906,0.000154872,0.98
DPY30,0.000156159,0.000153156,0.98
MAN2A1,0.000102089,0.000100125,0.98
HINT1,0.000172181,0.000168869,0.98
NDUFA4,0.000477362,0.000468175,0.98
CABIN1,7.68E-05,7.53E-05,0.98
SMAD7,0.000180747,0.000177259,0.98
MEAF6,0.000137522,0.000134865,0.98
KMT2E,0.000104383,0.000102365,0.98
RBM6,7.24E-05,7.10E-05,0.98
EXT1,5.81E-05,5.70E-05,0.98
RALGAPA2,3.03E-05,2.97E-05,0.98
PLK4,9.90E-05,9.71E-05,0.98
ERGIC2,5.16E-05,5.06E-05,0.98
EXOC7,0.000121189,0.000118837,0.98
SMAD1,0.000283468,0.000277954,0.98
TOP3B,7.09E-05,6.95E-05,0.98
KANSL1,9.35E-05,9.16E-05,0.98
RUFY1,0.000146386,0.000143536,0.98
AKAP9,0.000174955,0.000171543,0.98
FAM63A,2.76E-05,2.71E-05,0.98
UGGT1,0.00014552,0.000142679,0.98
DCTN6,8.47E-05,8.30E-05,0.98
TRAFD1,6.23E-05,6.11E-05,0.98
CHMP3,6.59E-05,6.46E-05,0.98
RAB5B,0.000140916,0.000138155,0.98
LIPE,1.70E-05,1.66E-05,0.98
DYNLT1,0.000246197,0.000241363,0.98
CREB1,0.000303206,0.000297254,0.98
MTAP,0.000156878,0.000153791,0.98
PEF1,0.00011551,0.000113236,0.98
MTHFSD,3.09E-05,3.03E-05,0.98
NDUFS6,0.00022561,0.000221158,0.98
ACTL6B,7.84E-05,7.69E-05,0.98
