namespace,name,def
biological_process,UV-damage excision repair,"""A DNA repair process that is initiated by an endonuclease that introduces a single-strand incision immediately 5' of a UV-induced damage site. UV-damage excision repair acts on both cyclobutane pyrimidine dimers (CPDs) and pyrimidine-pyrimidone 6-4 photoproducts (6-4PPs)."" [GOC:mah, PMID:9619100]"
biological_process,negative regulation of insulin secretion,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the regulated release of insulin."" [GOC:ai]"
biological_process,positive regulation of intracellular steroid hormone receptor signaling pathway,"""Any process that activates or increases the frequency, rate or extent of the activity of any intracellular steroid hormone receptor signaling pathway."" [GOC:mah]"
biological_process,postreplication repair,"""The conversion of DNA-damage induced single-stranded gaps into large molecular weight DNA after replication. Includes pathways that remove replication-blocking lesions in conjunction with DNA replication."" [GOC:elh]"
biological_process,negative regulation of transposition,"""Any process that decreases the frequency, rate or extent of transposition. Transposition results in the movement of discrete segments of DNA between nonhomologous sites."" [GOC:dph, GOC:tb]"
biological_process,DNA damage induced protein phosphorylation,"""The widespread phosphorylation of various molecules, triggering many downstream processes, that occurs in response to the detection of DNA damage."" [GOC:go_curators]"
biological_process,"negative regulation of maintenance of mitotic sister chromatid cohesion, telomeric","""Any process that stops, prevents or reduces the frequency, rate or extent of maintenance of mitotic sister chromatid cohesion, telomeric."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:rph, GOC:TermGenie, PMID:26373281]"
biological_process,regulation of actin cytoskeleton organization,"""Any process that modulates the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."" [GOC:mah]"
biological_process,response to organic substance,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic substance stimulus."" [GOC:sm]"
biological_process,proprioception,"""The series of events by which an organism senses the position, location, orientation, and movement of the body and its parts. Proprioception is mediated by proprioceptors, sensory nerve terminals found in muscles, tendons, and joint capsules, which give information concerning movements and position of the body. The receptors in the labyrinth are sometimes also considered proprioceptors."" [http://www.onelook.com/, ISBN:072168677X]"
biological_process,negative regulation of MAP kinase activity,"""Any process that stops, prevents, or reduces the frequency, rate or extent of MAP kinase activity."" [GOC:dph, GOC:go_curators]"
biological_process,outflow tract morphogenesis,"""The process in which the anatomical structures of the outflow tract are generated and organized. The outflow tract is the portion of the heart through which blood flows into the arteries."" [GOC:mtg_heart, UBERON:0004145]"
biological_process,negative regulation of G1/S transition of mitotic cell cycle,"""Any signalling pathway that decreases or inhibits the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the mitotic cell cycle."" [GOC:mtg_cell_cycle]"
biological_process,histone H3-K9 methylation,"""The modification of histone H3 by addition of one or more methyl groups to lysine at position 9 of the histone."" [GOC:ai, GOC:pr]"
biological_process,positive regulation of histone phosphorylation,"""Any process that activates or increases the frequency, rate or extent of the addition of one or more phosphate groups to a histone protein."" [GOC:mah]"
biological_process,transcription initiation from RNA polymerase II promoter,"""Any process involved in the assembly of the RNA polymerase II preinitiation complex (PIC) at an RNA polymerase II promoter region of a DNA template, resulting in the subsequent synthesis of RNA from that promoter. The initiation phase includes PIC assembly and the formation of the first few bonds in the RNA chain, including abortive initiation, which occurs when the first few nucleotides are repeatedly synthesized and then released. Promoter clearance, or release, is the transition between the initiation and elongation phases of transcription."" [GOC:mah, GOC:txnOH]"
biological_process,gastrulation,"""A complex and coordinated series of cellular movements that occurs at the end of cleavage during embryonic development of most animals. The details of gastrulation vary from species to species, but usually result in the formation of the three primary germ layers, ectoderm, mesoderm and endoderm."" [GOC:curators, ISBN:9780878933846]"
cellular_component,euchromatin,"""A dispersed and relatively uncompacted form of chromatin."" [GOC:elh]"
biological_process,histone H3-K9 acetylation,"""The modification of histone H3 by the addition of an acetyl group to a lysine residue at position 9 of the histone."" [GOC:jl]"
biological_process,positive regulation of transcription involved in meiotic cell cycle,"""Any process that activates or increases the frequency, rate or extent of transcription as part of a meiotic cell cycle."" [GOC:ai]"
biological_process,regulation of catalytic activity,"""Any process that modulates the activity of an enzyme."" [GOC:ai, GOC:ebc, GOC:vw]"
biological_process,maternal behavior,"""Female behaviors associated with the care and rearing of offspring."" [GOC:curators]"
biological_process,regulation of protein stability,"""Any process that affects the structure and integrity of a protein, altering the likelihood of its degradation or aggregation."" [GOC:dph, GOC:mah, GOC:tb]"
biological_process,positive regulation of histone ubiquitination,"""Any process that activates or increases the frequency, rate or extent of the addition of a ubiquitin group to a histone protein."" [GOC:mah]"
biological_process,cellular process,"""Any process that is carried out at the cellular level, but not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators, GOC:isa_complete]"
cellular_component,transcription elongation factor complex,"""Any protein complex that interacts with RNA polymerase II to increase (positive transcription elongation factor) or reduce (negative transcription elongation factor) the rate of transcription elongation."" [GOC:jl]"
molecular_function,histone demethylase activity (H3-R2 specific),"""Catalysis of the removal of a methyl group from arginine at position 2 of the histone H3 protein."" [GOC:mah]"
biological_process,cold acclimation,"""Any process that increases freezing tolerance of an organism in response to low, nonfreezing temperatures."" [GOC:syr]"
biological_process,multicellular organism growth,"""The increase in size or mass of an entire multicellular organism, as opposed to cell growth."" [GOC:bf, GOC:curators, GOC:dph, GOC:tb]"
biological_process,response to dithiothreitol,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a dithiothreitol stimulus."" [CHEBI:18320, GOC:mah]"
molecular_function,RNA binding,"""Interacting selectively and non-covalently with an RNA molecule or a portion thereof."" [GOC:jl, GOC:mah]"
biological_process,neutrophil activation,"""The change in morphology and behavior of a neutrophil resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."" [GOC:mgi_curators, ISBN:0781735149]"
